Credit Score,Finance Type,LTV,Binded GAP
708,Purchase,0.940,0
708,Refi,1.330,0
708,Refi,1.225,0.41
708,Refi,1.229,0
708,Purchase,1.216,0.78
708,Purchase,1.218,0.78
708,Purchase,1.255,0.78
708,Purchase,0.920,0.58
708,Purchase,0.985,0
708,Purchase,1.040,0
708,Purchase,1.048,0
708,Purchase,1.201,0.54
709,Purchase,0.448,0
709,Refi,1.50709,0.33
709,Refi,1.038,0.64
709,Purchase,0.900,0
709,Refi,1.114,0
709,Refi,0.984,0.75
709,Purchase,1.325,0.67
709,Refi,1.086,0
709,Purchase,1.071,0.43
709,Purchase,1.158,0
709,Purchase,0.996,0
709,Purchase,0.999,0.58
709,Purchase,1.034,0.43
709,Purchase,1.070,0
709,Purchase,1.071,0
709,Purchase,1.081,0
709,Purchase,1.100,0
709,Purchase,1.162,0
710,Purchase,0.536,1
710,Refi,0.761,0
710,Purchase,0.735,0
710,Refi,1.774,1
710,Refi,0.873,0
710,Purchase,0.872,0
710,Purchase,0.902,0.55
710,Refi,1.174,0
710,Refi,0.959,0.75
710,Refi,1.534,0.67
710,Purchase,0.881,0
710,Refi,1.362,0.48
710,Purchase,1.116,0.54
710,Refi,1.232,0
710,Refi,1.256,0
710,Refi,1.257,0
710,Purchase,1.302,0.78
710,Purchase,0.952,0.58
710,Purchase,0.964,0.58
710,Purchase,0.974,0
710,Purchase,0.979,0.58
710,Refi,1.373,0
710,Purchase,1.053,0
710,Purchase,1.127,0
710,Purchase,1.142,0.54
710,Purchase,1.186,0
711,Purchase,0.457,1
711,Refi,0.827,0.67
711,Purchase,0.834,1
711,Purchase,1.403,0
711,Purchase,1.222,0
711,Refi,1.101,0.6
711,Refi,1.108,0
711,Refi,1.195,0.5
711,Refi,1.418,0.6
711,Refi,1.263,0
711,Refi,1.272,0.73
711,Refi,1.331,0.45
711,Refi,1.352,0
711,Purchase,0.798,0.33
711,Refi,1.536,0.2
711,Purchase,1.357,0.57
711,Refi,1.339,0.45
712,Purchase,0.394,1
712,Purchase,1.431,0
712,Purchase,0.747,0
712,Purchase,0.709,0.6
712,Refi,1.555,0
712,Purchase,1.372,0
712,Purchase,1.375,0
712,Purchase,0.973,0
712,Purchase,0.987,0.38
712,Refi,1.099,0.6
712,Refi,1.157,0
712,Refi,1.411,0
712,Refi,1.433,0
712,Purchase,1.148,0
712,Purchase,1.037,0.63
712,Purchase,1.069,0.63
712,Purchase,1.073,0
712,Purchase,1.121,0.47
712,Purchase,1.017,0.63
712,Purchase,1.035,0
712,Purchase,1.086,0.63
713,Purchase,0.877,1
713,Purchase,0.902,1
713,Purchase,0.933,0.38
713,Refi,1.443,0.6
713,Refi,1.109,0.6
713,Refi,1.139,0
713,Refi,1.164,0
713,Purchase,1.130,0
713,Purchase,1.016,0.63
713,Purchase,1.019,0
713,Purchase,1.112,0.47
713,Purchase,1.016,0.63
713,Purchase,1.067,0.63
714,Refi,1.557,0
714,Purchase,1.372,0.57
714,Purchase,0.563,1
714,Purchase,1.531,1
714,Refi,0.840,0.67
714,Refi,0.958,0
714,Purchase,1.047,0
714,Purchase,1.057,0.63
714,Purchase,1.172,0
715,Refi,0.517,0
715,Refi,0.963,0
715,Purchase,0.846,1
715,Purchase,0.962,0
715,Purchase,1.263,0.5
715,Refi,1.039,0
715,Refi,1.154,0.5
715,Refi,1.164,0
715,Refi,1.278,0.73
715,Refi,1.395,0
715,Purchase,1.281,0.5
715,Refi,1.047,0.6
715,Refi,1.496,0.6
715,Purchase,1.172,0
715,Purchase,1.177,0.47
715,Purchase,1.064,0.63
715,Purchase,1.085,0.63
716,Refi,1.775,1
716,Purchase,0.785,0
716,Refi,1.004,0.25
716,Purchase,0.993,0.38
716,Refi,1.141,0
716,Purchase,1.288,0.5
716,Refi,1.237,0.73
716,Refi,1.282,0
716,Purchase,1.050,0
716,Purchase,1.093,0
716,Purchase,1.191,0.47
716,Purchase,1.034,0.63
717,Refi,0.971,0
717,Purchase,0.610,0.6
717,Purchase,0.862,1
717,Purchase,1.388,0.57
717,Refi,1.061,0
717,Refi,1.027,0
717,Refi,1.210,0.73
717,Refi,1.967,0
717,Purchase,0.648,0
717,Refi,1.432,0.6
717,Refi,1.478,0
717,Refi,1.215,0.73
717,Refi,1.398,0.45
717,Purchase,1.072,0.63
717,Purchase,1.131,0
717,Purchase,1.157,0
717,Purchase,1.011,0
717,Purchase,1.10996,0
718,Purchase,1.444,0
718,Purchase,0.988,0
718,Refi,1.073,0.6
718,Purchase,1.215,0
718,Purchase,1.253,0
718,Purchase,1.277,0.5
718,Purchase,1.280,0
718,Refi,1.192,0.5
718,Refi,1.283,0.73
718,Refi,1.295,0
718,Refi,0.752,1
718,Purchase,0.652,0.6
718,Refi,1.522,0
718,Refi,1.40260,0
718,Purchase,1.098,0.63
719,Refi,0.865,0
719,Purchase,1.329,0.57
719,Purchase,0.912,0
719,Purchase,0.936,0
719,Refi,1.415,0.6
719,Refi,1.308,0.73
719,Refi,1.350,0.45
719,Refi,1.40343,0
719,Refi,0.583,0
719,Refi,1.446,0.6
719,Purchase,1.186,0.47
719,Purchase,1.177,0
719,Purchase,1.179,0.47
719,Purchase,1.186,0.47
719,Purchase,1.197,0
719,Purchase,1.058,0.63
720,Refi,0.571,0.33
720,Purchase,0.667,0
720,Refi,1.588,0
720,Purchase,0.824,1
720,Purchase,0.898,1
720,Refi,1.134,0.5
720,Refi,1.146,0.5
720,Refi,1.450,0
720,Refi,1.275,0.73
720,Refi,1.359,0
720,Refi,1.068,0.6
720,Refi,1.334,0.45
720,Refi,1.384,0
720,Purchase,1.191,0
720,Purchase,1.176,0.47
720,Purchase,1.026,0
720,Purchase,1.028,0.63
721,Refi,0.638,0
721,Refi,0.751,1
721,Refi,0.825,0
721,Purchase,0.633,0.4
721,Refi,1.358,0.8
721,Refi,0.946,0
721,Refi,0.984,0
721,Refi,1.456,0
721,Refi,1.470,0
721,Refi,1.108,0
721,Purchase,0.815,0.69
721,Purchase,0.905,0.69
721,Purchase,0.536,0
721,Purchase,0.670,0
721,Purchase,1.301,0
721,Purchase,1.118,0
721,Purchase,0.992,0.53
721,Purchase,1.249,0
721,Purchase,1.290,0
721,Purchase,1.018,0.52
721,Purchase,1.076,0.52
721,Purchase,1.133,0.43
721,Purchase,1.135,0.43
722,Refi,0.561,1
722,Purchase,0.457,1
722,Refi,0.866,0.5
722,Refi,1.272,0.5
722,Refi,1.366,0.8
722,Purchase,1.420,0
722,Purchase,1.507,0
722,Refi,1.50255,0.5
722,Purchase,1.377,0
722,Refi,1.053,0.75
722,Refi,0.938,0.5
722,Refi,1.460,0.5
722,Purchase,1.390,0.29
722,Purchase,0.894,0.69
722,Purchase,0.997,0.53
722,Purchase,1.272,0.42
722,Purchase,1.129,0.43
722,Purchase,1.202,0
723,Purchase,0.734,0
723,Refi,0.888,0
723,Refi,1.269,0
723,Purchase,0.540,0
723,Purchase,0.573,0.2
723,Purchase,1.353,0
723,Purchase,1.363,0
723,Refi,1.186,0.5
723,Purchase,0.839,0.69
723,Purchase,0.889,0
723,Refi,1.580,0.75
723,Purchase,1.225,0
723,Purchase,1.294,0.42
723,Purchase,1.011,0
723,Purchase,1.117,0.43
724,Purchase,0.419,1
724,Refi,2.058,0
724,Purchase,0.774,0.5
724,Refi,1.361,0.8
724,Purchase,1.321,0
724,Refi,1.092,0.75
724,Refi,1.201,0
724,Purchase,0.834,0.69
724,Purchase,0.705,0
724,Refi,1.005,0.5
724,Purchase,0.951,0.53
724,Purchase,0.978,0
724,Purchase,1.229,0.42
724,Purchase,1.021,0.52
724,Purchase,1.079,0
724,Purchase,1.088,0
725,Purchase,1.519,0.33
725,Purchase,0.800,0.5
725,Purchase,0.704,0.4
725,Purchase,1.450,0
725,Purchase,1.465,0.2
725,Purchase,1.478,0
725,Purchase,0.838,0
725,Refi,0.795,1
725,Refi,1.136,0
725,Refi,1.191,0
725,Purchase,0.884,0.69
725,Purchase,1.027,0
725,Purchase,1.150,0.43
725,Purchase,0.961,0
725,Purchase,1.245,0
725,Purchase,1.279,0
725,Purchase,1.025,0
725,Purchase,1.033,0
725,Purchase,1.047,0.52
725,Purchase,1.180,0
726,Refi,2.040,0
726,Refi,1.522,0.75
726,Refi,1.583,0
726,Refi,1.173,0.5
726,Purchase,1.263,0.42
726,Purchase,1.075,0.52
726,Purchase,1.093,0
726,Purchase,1.144,0
726,Purchase,1.147,0.43
726,Purchase,1.214,0.42
726,Purchase,1.025,0.52
726,Purchase,1.101,0.52
726,Purchase,1.186,0
727,Purchase,0.515,0
727,Purchase,0.573,0
727,Refi,0.948,0
727,Purchase,1.368,0
727,Refi,1.494,0
727,Purchase,0.968,0.53
727,Purchase,0.977,0
727,Purchase,1.296,0.42
727,Purchase,1.169,0.43
727,Purchase,0.939,0
727,Purchase,0.989,0
727,Purchase,1.003,0
727,Purchase,1.052,0.52
727,Purchase,1.118,0
727,Purchase,1.119,0
727,Purchase,1.124,0.43
727,Purchase,1.144,0
728,Refi,0.771,1
728,Refi,1.650,0.67
728,Purchase,0.733,0
728,Refi,1.325,0.8
728,Refi,1.062,0.75
728,Refi,1.042,0
728,Refi,1.048,0.75
728,Refi,1.149,0.5
728,Purchase,1.511,0
728,Purchase,0.869,0.69
728,Purchase,0.975,0.53
728,Purchase,1.254,0
728,Purchase,1.294,0
728,Purchase,1.082,0
728,Purchase,1.137,0
728,Purchase,1.174,0.43
729,Purchase,1.578,0
729,Refi,1.274,0
729,Refi,1.442,0.5
729,Refi,1.199,0.5
729,Purchase,0.828,0.69
729,Purchase,0.857,0
729,Purchase,0.878,0.69
729,Refi,1.272,0.5
729,Purchase,0.659,0
729,Refi,1.381,0
729,Purchase,1.294,0.42
729,Purchase,1.296,0
729,Purchase,1.093,0
729,Purchase,0.938,0.53
729,Purchase,0.949,0.53
729,Purchase,1.004,0
729,Purchase,1.218,0
729,Purchase,1.017,0.52
729,Purchase,1.081,0
729,Purchase,1.083,0.52
729,Purchase,1.091,0.52
729,Purchase,1.197,0
729,Purchase,1.207,0
730,Refi,1.619,0.67
730,Refi,1.70808,0
730,Refi,0.974,0.5
730,Refi,1.131,0
730,Purchase,0.858,0
730,Refi,0.822,0.5
730,Refi,1.565,0.75
730,Refi,1.056,0.75
730,Refi,1.064,0.75
730,Purchase,1.361,0.29
730,Purchase,0.916,0
730,Purchase,0.981,0.53
730,Purchase,0.980,0.53
730,Purchase,1.225,0
730,Purchase,1.226,0.42
730,Purchase,1.058,0.52
730,Purchase,1.063,0
730,Purchase,1.137,0.43
730,Purchase,1.147,0
730,Purchase,1.190,0
731,Refi,1.457,0.6
731,Refi,1.50708,0
731,Refi,0.918,0
731,Refi,1.043,0.43
731,Purchase,0.533,0
731,Purchase,0.882,0
731,Purchase,0.90993,0.05
731,Purchase,0.715,0
731,Purchase,0.535,0
731,Purchase,1.169,0.5
731,Purchase,1.202,0.5
731,Purchase,0.940,0.35
731,Purchase,0.982,0
731,Purchase,0.985,0
731,Purchase,1.191,0
732,Refi,0.820,0.67
732,Refi,0.886,0.67
732,Refi,1.311,0
732,Purchase,0.758,0.67
732,Purchase,0.855,0.5
732,Purchase,1.363,0
732,Purchase,1.386,0
732,Purchase,1.111,0
732,Purchase,1.192,0.5
732,Purchase,1.272,0
732,Purchase,1.304,0
732,Purchase,0.953,0
732,Purchase,0.986,0
732,Purchase,0.987,0
732,Purchase,1.009,0
733,Refi,0.727,1
733,Refi,1.255,0.56
733,Purchase,1.506,0
733,Refi,1.097,0.43
733,Refi,1.099,0
733,Purchase,1.015,0
733,Purchase,1.183,0
733,Purchase,1.207,0.5
733,Purchase,1.223,0.28
733,Purchase,1.244,0
733,Purchase,1.028,0.42
733,Purchase,1.112,0
733,Purchase,1.114,0
733,Purchase,1.132,0.5
733,Purchase,1.175,0.5
734,Refi,0.600,0.5
734,Purchase,1.470,0
734,Purchase,0.730,0.67
734,Purchase,0.796,0.67
734,Refi,0.921,0
734,Refi,0.950,0.17
734,Refi,1.066,0
734,Purchase,0.512,0.38
734,Refi,1.274,0
734,Refi,1.415,0
734,Purchase,0.575,0
734,Purchase,1.010,0.35
734,Purchase,1.253,0
734,Purchase,1.011,0
734,Purchase,1.014,0
734,Purchase,1.068,0
734,Purchase,1.087,0
734,Purchase,1.095,0
734,Purchase,0.923,0
734,Purchase,1.009,0.35
734,Purchase,1.119,0
734,Purchase,1.175,0
735,Refi,1.613,1
735,Refi,0.814,0
735,Refi,1.158,0
735,Refi,1.083,0
735,Refi,1.099,0
735,Purchase,0.771,0
735,Purchase,0.574,0
735,Purchase,0.819,0.5
735,Purchase,1.319,0
735,Purchase,1.342,0.25
735,Refi,1.283,0.56
735,Purchase,1.079,0
735,Purchase,0.922,0
735,Purchase,0.943,0
735,Purchase,1.010,0
735,Purchase,1.137,0.5
735,Purchase,1.258,0
735,Purchase,1.039,0.42
735,Purchase,1.112,0
736,Refi,1.176,0.33
736,Refi,1.387,0
736,Purchase,1.362,0
736,Refi,1.222,0.56
736,Refi,1.233,0
736,Refi,1.235,0
736,Refi,1.60454,0
736,Refi,0.944,0
736,Purchase,1.032,0.42
736,Purchase,0.959,0.35
736,Purchase,0.960,0
736,Purchase,1.230,0
736,Purchase,1.243,0
736,Purchase,0.967,0.35
736,Purchase,0.995,0.35
736,Purchase,1.128,0
736,Purchase,1.197,0
737,Refi,0.521,0
737,Refi,1.533,0.5
737,Refi,1.311,0.5
737,Refi,1.336,0.5
737,Refi,0.985,0
737,Purchase,0.583,0.38
737,Purchase,0.905,0
737,Refi,1.455,0.6
737,Purchase,0.871,0
737,Purchase,0.937,0
737,Purchase,1.038,0.42
737,Purchase,1.090,0
737,Purchase,1.104,0
737,Purchase,0.972,0
737,Purchase,1.119,0
737,Purchase,1.136,0
738,Refi,1.209,0
738,Purchase,0.781,0.67
738,Refi,0.943,0
738,Purchase,0.831,0.5
738,Purchase,1.416,0.5
738,Purchase,1.282,0
738,Purchase,0.927,0.35
738,Purchase,0.940,0.35
738,Purchase,1.213,0
738,Purchase,1.067,0
738,Purchase,1.078,0.42
738,Purchase,0.953,0
738,Purchase,1.120,0
738,Purchase,1.120,0.5
738,Purchase,1.142,0
738,Purchase,1.163,0.5
739,Refi,1.105,0.43
739,Refi,1.445,0.6
739,Purchase,0.531,0
739,Purchase,1.353,0
739,Purchase,1.395,0.25
739,Refi,1.211,0.56
739,Refi,1.284,0
739,Refi,1.296,0.56
739,Purchase,1.412,0.5
739,Purchase,0.513,0.38
739,Purchase,1.235,0.28
739,Purchase,1.023,0.42
739,Purchase,1.227,0.28
739,Purchase,1.230,0.28
739,Purchase,1.289,0
739,Purchase,1.303,0
739,Purchase,1.102,0
739,Purchase,1.129,0.5
739,Purchase,1.133,0.5
739,Purchase,1.141,0.5
740,Purchase,0.899,0
740,Purchase,1.397,0
740,Purchase,1.293,0
740,Purchase,1.059,0.42
740,Purchase,0.922,0
740,Purchase,1.215,0.28
740,Purchase,1.264,0
740,Purchase,1.075,0.42
740,Purchase,1.128,0.5
740,Purchase,1.161,0.5
741,Purchase,1.571,0.5
741,Purchase,0.750,0.5
741,Refi,1.015,0.8
741,Refi,1.50546,0
741,Refi,1.162,0
741,Refi,1.167,0.38
741,Purchase,1.244,0
741,Purchase,0.955,0
741,Purchase,0.343,1
741,Purchase,0.656,0
741,Purchase,1.382,0.67
741,Refi,1.151,0.38
741,Purchase,1.033,0.67
742,Refi,0.590,0
742,Refi,1.594,0
742,Purchase,1.560,0
742,Purchase,0.813,0.25
742,Refi,1.031,0.8
742,Purchase,1.314,0
742,Refi,0.926,0.43
742,Purchase,1.280,0
742,Purchase,1.296,0.54
742,Purchase,0.926,0.29
742,Purchase,0.932,0
742,Purchase,1.399,0.67
742,Purchase,1.220,0.54
742,Purchase,1.280,0.54
742,Purchase,0.924,0
742,Purchase,0.950,0
742,Purchase,0.953,0
742,Purchase,1.147,0
742,Purchase,1.140,0.35
742,Purchase,1.171,0.35
742,Purchase,1.032,0
742,Purchase,1.033,0.67
742,Purchase,1.090,0
743,Refi,0.825,0
743,Refi,0.737,0.67
743,Purchase,0.738,0.5
743,Refi,1.325,0.5
743,Refi,1.415,0
743,Refi,1.489,0
743,Refi,0.999,0
743,Refi,1.191,0.38
743,Purchase,1.225,0.54
743,Purchase,1.228,0
743,Purchase,1.231,0.54
743,Purchase,1.255,0.54
743,Purchase,1.509,0.33
743,Refi,1.357,0
743,Purchase,1.320,0.67
743,Purchase,1.261,0.54
743,Purchase,1.043,0
743,Purchase,1.157,0.35
743,Purchase,1.015,0.67
743,Purchase,1.020,0.67
743,Purchase,1.109,0
744,Refi,1.310,0
744,Purchase,0.532,0.67
744,Refi,0.993,0
744,Refi,1.085,0.8
744,Refi,1.165,0
744,Refi,1.181,0
744,Refi,1.523,0.5
744,Purchase,1.207,0
744,Purchase,1.145,0.35
744,Purchase,1.160,0
744,Purchase,1.012,0
744,Purchase,1.106,0.67
745,Refi,0.771,0.67
745,Purchase,0.789,0
745,Refi,1.365,0.5
745,Purchase,1.315,0
745,Refi,1.221,0.33
745,Purchase,0.914,0.29
745,Purchase,0.983,0
745,Purchase,1.135,0
745,Purchase,1.075,0.67
745,Purchase,1.111,0
745,Purchase,1.125,0
745,Purchase,1.159,0
745,Purchase,1.019,0.67
745,Purchase,1.035,0.67
746,Purchase,0.877,0
746,Purchase,0.690,0.67
746,Refi,1.177,0
746,Purchase,1.247,0
746,Purchase,0.956,0
746,Purchase,0.986,0
746,Purchase,0.560,0.67
746,Purchase,0.576,0.67
746,Purchase,1.148,0.35
746,Purchase,1.148,0
746,Purchase,1.200,0
747,Refi,0.854,0
747,Refi,1.216,0
747,Refi,1.143,0
747,Purchase,1.149,0
747,Purchase,1.153,0
747,Purchase,1.028,0.67
747,Purchase,1.131,0
747,Purchase,1.139,0.35
747,Purchase,1.181,0.35
747,Purchase,1.016,0
747,Purchase,1.059,0.67
747,Purchase,1.059,0.67
747,Purchase,1.079,0.67
748,Refi,0.806,0
748,Purchase,0.794,0
748,Purchase,0.861,0
748,Purchase,0.981,0
748,Purchase,0.970,0
748,Purchase,1.009,0.29
748,Purchase,1.025,0
748,Purchase,1.058,0.67
748,Purchase,1.081,0
749,Refi,0.684,0
749,Purchase,0.844,0
749,Purchase,0.566,0
749,Purchase,0.592,0
749,Purchase,0.616,0.67
749,Purchase,0.640,0
749,Refi,1.498,0.33
749,Refi,0.996,0
749,Refi,1.054,0
749,Refi,1.445,0
750,Refi,1.299,0
750,Purchase,1.433,0
750,Purchase,1.504,0
750,Purchase,0.656,0.67
750,Refi,1.50521,0.33
750,Purchase,1.327,0.67
750,Refi,0.947,0
750,Refi,0.962,0.43
750,Refi,1.076,0.8
750,Purchase,1.256,0
750,Purchase,0.935,0.29
750,Purchase,0.600,0.67
750,Purchase,0.661,0.67
750,Refi,0.957,0.43
750,Purchase,1.267,0
750,Purchase,1.060,0.67
750,Purchase,1.081,0.67
750,Purchase,1.087,0.67
750,Purchase,1.181,0
750,Purchase,1.028,0.67
750,Purchase,1.067,0
750,Purchase,1.086,0.67
751,Refi,1.481,0
751,Purchase,1.367,0.67
751,Refi,1.218,0
751,Refi,1.519,0
751,Refi,1.379,0.4
751,Purchase,0.664,0
751,Purchase,1.260,0
751,Purchase,0.813,0
751,Purchase,1.159,0.5
751,Purchase,1.194,0.5
751,Purchase,0.704,0
751,Refi,1.087,0.63
751,Purchase,1.268,0.56
751,Purchase,1.144,0.5
751,Purchase,0.941,0.47
751,Purchase,0.974,0
752,Refi,0.556,0
752,Refi,0.834,0
752,Purchase,1.559,0.67
752,Refi,1.555,0
752,Refi,1.321,0
752,Purchase,0.630,0.43
752,Refi,1.163,0
752,Purchase,0.876,0
752,Purchase,1.044,0
752,Purchase,0.920,0.47
752,Purchase,0.958,0
752,Purchase,0.993,0.47
752,Purchase,1.051,0.42
752,Purchase,1.075,0
753,Purchase,1.576,0.67
753,Refi,0.736,0
753,Purchase,0.751,0
753,Purchase,0.669,0.43
753,Refi,1.181,0.71
753,Refi,1.061,0
753,Purchase,0.900,0
753,Purchase,1.138,0
753,Purchase,1.166,0.5
753,Purchase,1.353,0
753,Refi,1.136,0.71
753,Purchase,1.216,0.56
753,Purchase,1.077,0.42
753,Purchase,1.074,0
753,Purchase,1.088,0
754,Refi,0.886,0
754,Purchase,1.365,0.67
754,Refi,1.253,0
754,Purchase,1.415,0
754,Refi,1.325,0.4
754,Purchase,0.631,0
754,Refi,1.057,0.63
754,Purchase,0.817,0.5
754,Purchase,0.876,0
754,Refi,1.115,0
754,Refi,1.083,0
754,Purchase,1.178,0
754,Purchase,0.938,0
754,Purchase,1.108,0.42
754,Purchase,1.025,0.42
754,Purchase,1.057,0.42
754,Purchase,1.096,0
755,Refi,1.80412,1
755,Refi,1.413,0
755,Purchase,1.559,0
755,Refi,0.773,0.25
755,Refi,0.801,0
755,Purchase,0.804,0
755,Refi,1.201,0.71
755,Purchase,1.134,0.5
755,Purchase,0.917,0
755,Purchase,0.662,0.43
755,Purchase,1.031,0
755,Purchase,1.031,0
756,Refi,1.245,0
756,Refi,1.306,0
756,Refi,1.139,0.71
756,Purchase,0.857,0
756,Purchase,1.123,0.5
756,Purchase,1.150,0
756,Purchase,1.186,0.5
756,Purchase,0.959,0.47
756,Purchase,0.963,0.47
756,Purchase,0.978,0.47
756,Purchase,0.837,0.5
756,Purchase,1.032,0.42
756,Purchase,1.096,0
757,Refi,0.965,1
757,Purchase,0.557,0
757,Purchase,1.463,0.5
757,Purchase,0.639,0
757,Refi,1.087,0
757,Purchase,1.222,0
757,Purchase,1.263,0
757,Purchase,1.133,0
757,Purchase,1.178,0
757,Purchase,0.954,0.47
757,Purchase,0.603,0
757,Purchase,1.027,0.42
757,Purchase,1.052,0.42
757,Purchase,1.081,0.42
758,Refi,1.036,0.63
758,Refi,1.081,0.63
758,Purchase,0.710,0.2
758,Refi,1.110,0.71
758,Purchase,1.263,0.56
758,Purchase,1.188,0
758,Purchase,1.190,0
758,Purchase,1.194,0
758,Purchase,0.924,0
758,Purchase,0.960,0.47
758,Purchase,1.770,0
758,Refi,1.035,0.63
758,Purchase,0.843,0
758,Purchase,0.925,0
758,Purchase,0.993,0
758,Purchase,1.049,0
758,Purchase,1.053,0
758,Purchase,1.060,0
758,Purchase,1.085,0
759,Purchase,0.339,1
759,Refi,0.678,1
759,Refi,0.726,0
759,Purchase,0.723,0
759,Refi,1.374,0
759,Refi,1.40110,0
759,Purchase,0.851,0.5
759,Purchase,0.935,0
759,Purchase,1.043,0
760,Purchase,0.556,0
760,Refi,1.525,0
760,Refi,1.573,0
760,Purchase,1.461,0
760,Purchase,0.715,0
760,Purchase,1.304,0.56
760,Purchase,0.860,0.5
760,Purchase,0.884,0.5
760,Purchase,0.898,0.5
760,Purchase,0.908,0
760,Purchase,0.958,0.47
760,Purchase,0.975,0
760,Purchase,1.449,0.5
760,Purchase,1.266,0
760,Purchase,1.272,0.56
760,Purchase,0.885,0.5
760,Purchase,1.112,0.5
760,Purchase,0.992,0
760,Purchase,1.037,0.42
760,Purchase,1.066,0
761,Purchase,0.450,0
761,Refi,1.126,0.6
761,Refi,1.167,0
761,Refi,1.167,0
761,Refi,1.298,0
761,Purchase,1.257,0.25
761,Purchase,0.706,0
761,Purchase,1.023,0
761,Purchase,1.046,0.25
761,Purchase,1.154,0
761,Purchase,0.938,0.24
761,Purchase,1.026,0
761,Purchase,1.106,0
761,Purchase,1.142,0.35
761,Purchase,1.150,0.35
761,Purchase,1.210,0
762,Purchase,0.897,0
762,Purchase,0.779,0
762,Purchase,1.319,0
762,Refi,1.248,0
762,Purchase,0.688,0
762,Refi,1.162,0.6
762,Purchase,1.213,0.25
762,Purchase,1.023,0
762,Purchase,1.023,0
762,Purchase,1.091,0.25
762,Purchase,1.094,0
763,Refi,0.765,1
763,Refi,1.654,0
763,Purchase,1.348,0
763,Refi,1.270,0
763,Purchase,1.282,0
763,Purchase,1.302,0
763,Purchase,0.662,0
763,Purchase,0.693,0
763,Refi,1.327,1
763,Purchase,0.428,0
763,Purchase,1.330,0.6
763,Refi,1.244,0.33
763,Purchase,1.142,0.35
763,Purchase,0.944,0
763,Purchase,1.179,0
763,Purchase,1.202,0
763,Purchase,0.929,0.24
763,Purchase,0.996,0.24
764,Refi,0.681,0
764,Purchase,0.724,0
764,Purchase,1.251,0
764,Purchase,1.271,0
764,Purchase,0.628,0
764,Purchase,0.647,0
764,Refi,1.017,0.33
764,Purchase,1.193,0
764,Purchase,1.194,0.35
764,Purchase,0.950,0
765,Purchase,1.520,0
765,Refi,0.948,0
765,Refi,1.265,0.33
765,Purchase,0.534,0.5
765,Purchase,1.072,0
765,Purchase,1.146,0.35
765,Purchase,0.925,0
766,Purchase,0.835,0
766,Refi,1.082,0
766,Purchase,0.737,0.2
766,Refi,1.020,0
766,Purchase,0.670,0.2
766,Purchase,1.027,0
766,Purchase,1.138,0.35
766,Purchase,1.208,0
766,Purchase,1.045,0
766,Purchase,1.133,0
766,Purchase,1.164,0
766,Purchase,1.176,0.35
766,Purchase,1.188,0
766,Purchase,0.939,0
766,Purchase,0.993,0
767,Refi,0.875,0
767,Refi,1.427,0
767,Refi,1.519,0
767,Purchase,1.579,0
767,Purchase,0.536,0.5
767,Refi,1.169,0.6
767,Purchase,1.376,0.6
767,Purchase,0.675,0.2
767,Purchase,0.542,0
767,Purchase,0.993,0
768,Purchase,0.742,0
768,Purchase,0.669,0
768,Purchase,0.601,0
768,Purchase,0.863,0
768,Refi,1.254,0
768,Purchase,1.019,0
768,Purchase,1.039,0
768,Purchase,1.057,0
768,Purchase,1.066,0.25
768,Purchase,1.167,0
768,Purchase,1.180,0
768,Purchase,1.206,0
768,Purchase,0.944,0
768,Purchase,0.970,0.24
768,Purchase,0.923,0
768,Purchase,0.940,0
769,Refi,1.495,0
769,Purchase,1.393,0.6
769,Purchase,1.018,0.25
769,Purchase,1.045,0.25
769,Purchase,1.055,0
769,Purchase,1.146,0
769,Purchase,0.766,0
769,Purchase,1.241,0
769,Purchase,1.307,0
769,Purchase,0.666,0
769,Purchase,1.001,0.24
769,Purchase,0.948,0
769,Purchase,0.965,0
770,Refi,0.918,0.33
770,Refi,0.941,0
770,Purchase,0.847,0
770,Purchase,1.036,0
770,Purchase,1.082,0
770,Refi,1.524,0.5
770,Purchase,0.971,0
770,Purchase,0.972,0
770,Purchase,0.983,0
770,Purchase,0.987,0
770,Purchase,0.990,0
771,Purchase,0.780,0
771,Purchase,1.067,0
771,Purchase,1.081,0
771,Purchase,1.109,0
771,Purchase,1.187,0
771,Refi,1.167,0
771,Purchase,1.245,0.67
771,Purchase,1.291,0.67
771,Purchase,0.978,0
771,Purchase,0.999,0
771,Purchase,1.008,0.48
772,Refi,1.069,0.5
772,Refi,1.476,0
772,Purchase,1.380,0.2
772,Purchase,0.895,0
772,Refi,1.188,0
772,Refi,1.194,0
772,Purchase,1.298,0
772,Purchase,1.060,0.25
772,Purchase,1.064,0.25
772,Purchase,1.090,0.25
772,Purchase,1.170,0
772,Purchase,1.193,0
772,Purchase,1.194,0.3
772,Refi,1.436,0.6
772,Purchase,1.388,0
772,Refi,1.174,0
772,Purchase,1.075,0.25
772,Purchase,0.971,0.48
772,Purchase,0.940,0
772,Purchase,0.987,0.48
773,Refi,1.265,0.5
773,Refi,0.870,0.67
773,Purchase,0.805,0
773,Purchase,0.857,0.63
773,Purchase,0.857,0
773,Purchase,1.060,0
773,Purchase,1.157,0
773,Purchase,1.173,0
773,Purchase,1.184,0
773,Purchase,1.196,0
773,Refi,1.002,0
773,Purchase,0.938,0
773,Purchase,0.972,0
774,Purchase,0.414,0
774,Refi,1.344,0
774,Purchase,0.866,0.63
774,Refi,1.111,0
774,Purchase,1.262,0
